question,type,database
How many users have asked more than one question?,Simple Aggregation Queries,buzzoverflow
List the titles of questions that have a score equal to 0 and are tagged with 'apollo'.,Simple Aggregation Queries,buzzoverflow
Find the question with the most recent creation date.,Simple Aggregation Queries,buzzoverflow
Which user asked the question with the newest creation date?,Simple Aggregation Queries,buzzoverflow
What is the total number of tags in the database?,Simple Aggregation Queries,buzzoverflow
How many questions are tagged with 'apollo' but not with 'graphql'?,Simple Aggregation Queries,buzzoverflow
List the questions tagged with 'graphql' and ordered by their score in ascending order.,Simple Aggregation Queries,buzzoverflow
What is the average score of questions asked by the user with the highest reputation?,Simple Aggregation Queries,buzzoverflow
Find the question with the least number of upvotes.,Simple Aggregation Queries,buzzoverflow
List the display names of users who asked questions with a score lower than -1.,Simple Aggregation Queries,buzzoverflow
How many questions have a score equal to 1?,Simple Aggregation Queries,buzzoverflow
Which tags are associated with questions that have no upvotes?,Simple Aggregation Queries,buzzoverflow
Find the user with the lowest reputation.,Simple Aggregation Queries,buzzoverflow
What is the time difference between the creation date of the first question tagged with 'graphql' and the last question tagged with 'apollo'?,Simple Aggregation Queries,buzzoverflow
List the tags associated with questions asked by users with a reputation greater than 5000.,Simple Aggregation Queries,buzzoverflow
What is the average number of favorites for questions with a score greater than 10?,Simple Aggregation Queries,buzzoverflow
Find the user who asked the question with the highest number of downvotes.,Simple Aggregation Queries,buzzoverflow
Which questions are tagged with neither 'graphql' nor 'apollo'?,Simple Aggregation Queries,buzzoverflow
What is the total number of downvotes for all questions in the database?,Simple Aggregation Queries,buzzoverflow
How many users have asked a question with a score greater than 5?,Simple Aggregation Queries,buzzoverflow
List the titles of questions that have the same number of upvotes and downvotes.,Simple Aggregation Queries,buzzoverflow
What is the average number of upvotes for questions tagged with 'apollo'?,Simple Aggregation Queries,buzzoverflow
Find the question with the least number of downvotes.,Simple Aggregation Queries,buzzoverflow
"What is the average reputation of users who asked questions on June 5, 2020?",Simple Aggregation Queries,buzzoverflow
List the display names of users who have asked questions with a score of 0.,Simple Aggregation Queries,buzzoverflow
How many questions have at least one upvote and one downvote?,Simple Aggregation Queries,buzzoverflow
Which tags are associated with questions that have no downvotes?,Simple Aggregation Queries,buzzoverflow
Find the user with the most recent question creation date.,Simple Aggregation Queries,buzzoverflow
What is the time difference between the creation date of the first question tagged with 'apollo' and the last question tagged with 'graphql'?,Simple Aggregation Queries,buzzoverflow
How many questions were asked by the user with the lowest reputation?,Simple Aggregation Queries,buzzoverflow
List the tags associated with questions asked by users with a reputation lower than 1000.,Simple Aggregation Queries,buzzoverflow
What is the average number of favorites for questions with a score lower than -1?,Simple Aggregation Queries,buzzoverflow
Find the user who asked the question with the oldest creation date tagged with 'graphql'.,Simple Aggregation Queries,buzzoverflow
Which questions are tagged with either 'graphql' or 'apollo'?,Simple Aggregation Queries,buzzoverflow
What is the total number of favorites for all questions in the database?,Simple Aggregation Queries,buzzoverflow
How many users have a reputation equal to 1?,Simple Aggregation Queries,buzzoverflow
List the titles of questions that have no answers and are tagged with 'graphql'.,Simple Aggregation Queries,buzzoverflow
"What is the average number of downvotes for questions asked on June 5, 2020?",Simple Aggregation Queries,buzzoverflow
Find the question with the most number of tags.,Simple Aggregation Queries,buzzoverflow
Which user asked the question with the lowest number of favorites?,Simple Aggregation Queries,buzzoverflow
What is the color of the user with label 'inchristbl.bsky.social'?,Simple Retrieval Queries,bluesky
What is the size of the user with label 'inchristbl.bsky.social'?,Simple Retrieval Queries,bluesky
What is the area of the user with label 'tagomoris.bsky.social'?,Simple Retrieval Queries,bluesky
Which users have an area greater than 2.6?,Simple Retrieval Queries,bluesky
What is the average size of all users?,Simple Retrieval Queries,bluesky
How many users have a size greater than 2?,Simple Retrieval Queries,bluesky
Which users have interacted with the user with label 'inchristbl.bsky.social'?,Simple Retrieval Queries,bluesky
What is the average area of users who have interacted with the user with label 'inchristbl.bsky.social'?,Simple Retrieval Queries,bluesky
What is the sum of the areas of all users who have interacted with the user with label 'inchristbl.bsky.social'?,Simple Retrieval Queries,bluesky
What is the average x-coordinate of all users who have interacted with the user with label 'vtcodes.dev'?,Simple Retrieval Queries,bluesky
Which users have a y-coordinate greater than 0 and have interacted with the user with label 'curvylliptic.bsky.social'?,Simple Retrieval Queries,bluesky
What is the average size of users who have a y-coordinate greater than 0 and have interacted with the user with label 'curvylliptic.bsky.social'?,Simple Retrieval Queries,bluesky
